#{"t_start": 1747784424.7771115, "env_id": "None"}
r,l,t
-511581.745358,150,1432.936318
-515351.922226,150,1441.78165
-512811.092889,150,1452.808761
-512199.807926,150,1462.393932
-510675.200637,150,1470.525005
-512626.379499,150,1481.836406
-513856.268058,150,1490.90833
-508658.162091,150,1499.279599
-509538.009368,150,1508.211959
-509667.647244,150,1517.53098
-512821.06093,150,1529.399625
-507132.299196,150,1540.538682
-513450.621411,150,1549.876098
-508130.334607,150,1558.422477
-513618.980373,150,1569.40487
-512337.583743,150,1580.611462
-512091.129773,150,1588.992359
-510852.505057,150,1600.073614
-513586.23246,150,1608.338267
-514790.551719,150,1617.135265
-509095.722083,150,1628.386139
-512101.737105,150,1636.432409
-515132.607729,150,1646.040027
-508924.773114,150,1654.670752
-510947.61415,150,1665.905471
-509351.684534,150,1674.392006
-511384.774288,150,1683.136466
-512113.377544,150,1694.32125
-511025.748524,150,1705.768165
-513281.005555,150,1714.853771
-508911.158006,150,1723.288462
-512152.834862,150,1731.617456
-509987.905733,150,1739.942731
-512659.336598,150,1748.416678
-516832.77663,150,1757.343588
-510807.818961,150,1766.180172
-510186.382627,150,1775.148325
-510701.307253,150,1783.843878
-507831.815377,150,1792.396826
-511649.132603,150,1800.612879
-511002.168379,150,1809.012336
-511496.227409,150,1817.895696
-517228.147242,150,1826.500186
-511686.778259,150,1835.216388
-510673.949228,150,1844.308764
-509702.084048,150,1853.104979
-511707.227118,150,1861.982335
-511056.409011,150,1870.725545
-511169.50174,150,1879.114691
-513020.838177,150,1888.018436
-514576.147598,150,1896.38301
-511141.63283,150,1904.813173
-508818.007652,150,1916.364464
-509271.88013,150,1925.132765
-511947.085114,150,1933.523261
-514040.70274,150,1941.867912
-510544.76371,150,1952.834845
-509338.085133,150,1961.140066
-513968.136381,150,1969.891232
-509175.907012,150,1978.456531
-512693.459858,150,1987.088291
-512071.633112,150,1995.911199
-513023.424961,150,2004.902135
-510368.22834,150,2013.680247
-510015.277806,150,2022.272748
-512011.328211,150,2030.858345
-506870.467634,150,2039.408368
-516120.937865,150,2048.353619
-512369.780436,150,2056.359456
-512599.668508,150,2065.565908
-510314.357367,150,2074.316424
-512598.451678,150,2083.42253
-514193.358936,150,2092.46771
-508984.707414,150,2101.539907
-513745.288905,150,2110.124544
-511414.655152,150,2118.377797
-507566.128982,150,2127.244224
-514471.77776,150,2136.014104
-512237.640765,150,2147.13891
-511336.679206,150,2155.206368
-510719.44766,150,2163.691322
-512497.91777,150,2172.321884
-511267.101704,150,2180.212898
-514611.258717,150,2189.440366
-515111.920175,150,2200.5168
-509303.146141,150,2209.320832
-513940.865544,150,2217.738093
-513257.571214,150,2226.390163
-509757.457207,150,2235.623626
-514553.977954,150,2244.568999
-507835.598043,150,2253.148061
-511999.196999,150,2261.962808
-510362.116143,150,2270.568907
-512443.903007,150,2278.933531
-513933.115433,150,2288.12317
-511242.048951,150,2299.553229
-512005.292527,150,2308.9468
-510504.795044,150,2317.70217
-509663.663899,150,2326.080467
-512149.484905,150,2335.110059
-513405.825167,150,2344.513051
-513502.119612,150,2353.996742
-509785.793559,150,2362.736856
-512720.149502,150,2371.487371
-506595.05604,150,2380.059763
-513090.231377,150,2388.875708
-504929.067193,150,2397.289423
-514619.383407,150,2406.338102
-512311.475511,150,2415.371743
-514261.814736,150,2423.99626
-515554.316554,150,2433.002269
-510411.80852,150,2441.852122
-513395.005527,150,2450.513129
-512993.722984,150,2460.061362
-513846.574652,150,2469.236635
-510314.820594,150,2480.279716
-513029.01934,150,2489.137189
-510878.341263,150,2500.797287
-512118.535593,150,2509.420024
-511081.725978,150,2517.669802
-510794.570946,150,2526.05028
-511741.500236,150,2535.181537
-511534.557678,150,2546.568059
-511307.974267,150,2554.803319
-515311.642301,150,2563.762831
-513604.976617,150,2572.869312
-510455.664347,150,2581.354877
-512867.274714,150,2590.419841
